Crop,Quantity_Kg,Price_INR
Pineapple,50,4038
Banana,55,2526
Strawberry,39,4907
Potato,37,3807
Cotton,44,3760
Rice,31,4631
Apple,49,2386
Grapes,49,3256
Soybean,34,3972
Mango,58,4596
Orange,49,3146
Pineapple,33,4180
Corn,36,3025
Barley,46,2258
Wheat,42,2986
Banana,43,2558
Apple,46,2578
Grapes,36,3122
Soybean,51,4354
Orange,34,2623
Corn,58,3010
Potato,50,3930
Strawberry,47,2459
Mango,44,4457
Cotton,30,2323
Barley,54,4431
Apple,32,2331
Pineapple,41,3927
Orange,57,2835
Rice,33,4698
Grapes,37,4730
Banana,49,2160
Strawberry,59,3919
Wheat,48,2810
Corn,36,3131
Barley,42,3792
Orange,32,3715
Strawberry,50,2171
Mango,37,3750
Cotton,58,2845
Potato,53,4700
Apple,30,4146
Grapes,57,4729
Soybean,41,3083
Rice,31,3221
Banana,35,4618
Barley,50,4602
Corn,57,3184
Pineapple,34,4356
Strawberry,55,4478
Wheat,34,3387
Orange,44,3390
Cotton,59,3202
Mango,44,2272
Potato,32,3637
Strawberry,34,3202
Potato,37,4372
Apple,32,2360
Cotton,56,3035
Banana,31,3037
Wheat,35,4688
Orange,31,3091
Mango,45,4476
Barley,57,3898
Soybean,52,2353
Rice,41,4914
Strawberry,50,3880
Potato,48,4373
Corn,60,3674
Grapes,42,2124
Apple,40,2489
Orange,54,3635
Banana,46,3618
Soybean,60,4568
Rice,30,2067
Pineapple,43,4663
Barley,47,4198
Strawberry,38,3050
Cotton,47,3964
Mango,46,2355
Orange,59,2369
Corn,34,4435
Potato,48,2567
Strawberry,55,3523
Banana,42,3710
Wheat,55,3998
Barley,32,3638
Grapes,39,4996
Soybean,58,4800
Rice,48,3446
Pineapple,39,2767
Apple,60,4275
Grapes,49,4961
Orange,59,2581
Corn,45,3274
Strawberry,60,3419
Banana,57,2413
Barley,43,2979
Apple,35,4129
Pineapple,58,3417
Soybean,56,2496
Rice,54,2695
Orange,38,2126
Wheat,48,3452
Grapes,44,2243
Potato,39,2895
Cotton,49,3782
Strawberry,57,4490
Barley,49,2310
Pineapple,59,2810
Apple,60,3429
Rice,43,2509
Grapes,32,2971
Orange,55,2393
Banana,49,3244
Soybean,36,4728
Mango,39,4424
Corn,40,3857
Potato,47,2156
Strawberry,39,4203
Barley,49,2824
Orange,46,3865
Wheat,47,2205
Cotton,58,4682
Pineapple,33,2266
Mango,59,2099
Banana,57,3904
Rice,34,4824
Grapes,57,2516
Strawberry,33,4286
Apple,52,4352
Orange,48,3046
Potato,59,3951
Corn,59,4247
Soybean,51,3777
Wheat,31,4685
Pineapple,43,2637
Cotton,32,3606
Barley,54,3780
Mango,31,3467
Banana,34,3194
Strawberry,34,2097
Grapes,56,3330
Apple,32,3620
Orange,55,2483
Potato,34,4787
Corn,52,3587
Rice,59,4838
Wheat,45,2779
Soybean,51,3273
Pineapple,41,3890
Banana,46,4408
Barley,54,2254
Strawberry,59,4743
Orange,55,2791
Mango,31,3943
Cotton,45,3420
Potato,31,4090
Corn,31,3252
Grapes,32,4189
Apple,59,3551
Strawberry,50,3045
Rice,52,4403
Wheat,58,4270
Soybean,46,4755
Barley,56,3466
Orange,46,2388
Banana,60,4350
Corn,49,3245
Pineapple,33,2824
Strawberry,39,4879
Apple,45,2466
Grapes,60,2998
Potato,43,4907
Cotton,47,2352
Mango,55,4846
Soybean,30,3683
Rice,37,3055
Orange,57,4319
Banana,50,3244
Barley,34,4482
Pineapple,55,4875
Corn,59,3947
Strawberry,38,3214
Grapes,39,3085
Apple,37,3668
Wheat,50,3054
Soybean,42,4325
Potato,60,4545
Cotton,48,3970
Banana,39,2803
Strawberry,45,2127
Rice,43,2286
Apple,35,3346
Pineapple,48,4633
Orange,34,3093
Barley,33,2706
Potato,36,3357
Cotton,55,3253
Banana,39,2608
Wheat,50,3841
Pineapple,55,2580
Strawberry,38,2463
Rice,49,2526
Soybean,43,2472
Mango,52,2194
Orange,32,2042
Cotton,42,3305
Barley,60,3155
Potato,52,3517
Apple,45,3491
Grapes,53,2120
Strawberry,40,4479
Corn,41,3789
Banana,33,2523
Pineapple,31,3649
Orange,30,2880
Barley,51,4520
Soybean,54,3808
Rice,34,2365
Wheat,48,4670
Mango,46,2794
Cotton,37,2349
Potato,47,2472
Apple,60,4993
Strawberry,38,4057
Banana,56,4976
Soybean,46,4760
Mango,45,4978
Corn,51,2522
Potato,38,4856
Strawberry,33,2035
Barley,45,2202
Orange,45,2743
Wheat,47,3311
Cotton,51,3731
Pineapple,52,2090
Mango,33,4499
Banana,38,3010
Rice,48,2744
Grapes,48,3987
Strawberry,48,4443
Apple,44,4280
Orange,46,3856
Potato,42,2235
Corn,53,3367
Soybean,55,4319
Wheat,47,3586
Pineapple,39,3375
Cotton,38,3149
Barley,39,4988
Mango,56,4263
Banana,46,3268
Strawberry,39,3412
Grapes,43,4820
Apple,40,3077
Orange,36,3852
Potato,38,3990
Corn,60,3096
Rice,45,2376
Wheat,41,2868
Soybean,46,4896
Pineapple,59,4700
Banana,45,2758
Barley,44,2912
Strawberry,56,2364
Orange,40,4416
Mango,53,2635
Cotton,56,3960
Potato,30,2960
Corn,46,2038
Grapes,45,4144
Apple,36,4369
Strawberry,41,3136
Rice,57,2756
Wheat,59,2085
Soybean,41,2950
Barley,54,2535
Orange,36,2047
Banana,48,4225
Corn,44,2649
Pineapple,53,3676
Strawberry,44,2499
Apple,54,3139
Grapes,42,2171
Potato,51,3116
Cotton,34,4096
Mango,37,4243
Soybean,58,4544
Rice,41,4633
Orange,55,2237
Banana,57,2989
Barley,42,2499
Pineapple,42,2179
Corn,38,4065
Strawberry,37,2379
Grapes,34,2035
Apple,55,4255
Wheat,42,4561
Soybean,33,2675
Potato,44,4471
Cotton,42,4525
Banana,36,4528
Strawberry,39,2252
Rice,31,4707
Apple,36,2742
Pineapple,38,2356
Orange,39,2067
Barley,37,4805
Potato,56,3779
Cotton,34,4659
Banana,55,4373
Wheat,52,2557
Pineapple,32,3850
Strawberry,48,4143
Rice,59,2064
Soybean,57,4823
Mango,30,4008
Orange,47,3294
Cotton,54,2824
Barley,55,2902
Potato,54,3659
Apple,44,3901
Grapes,60,2875
Strawberry,45,4547
Corn,48,3994
Banana,39,3604
Pineapple,37,3101
Orange,57,3474
Barley,53,2612
Soybean,48,3318
Rice,59,2592
Wheat,51,3002
Mango,47,2518
Cotton,31,3365
Potato,49,3748
Apple,60,4982
Strawberry,57,4089
Wheat,48,3068
Banana,41,4244
Apple,32,3210
Grapes,37,2267
Soybean,47,4543
Orange,56,2343
Corn,44,4213
Potato,40,3218
Strawberry,38,3632
Mango,56,2179
Cotton,58,2813
Barley,40,4000
Apple,30,2350
Pineapple,60,3875
Orange,37,2678
Rice,47,4298
Grapes,59,3713
Banana,38,4237
Strawberry,31,3954
Wheat,52,2294
Corn,59,3898
Barley,30,4005
Orange,53,4274
Strawberry,42,3302
Mango,46,4974
Cotton,39,2182
Potato,32,4878
Apple,59,3567
Grapes,38,3236
Soybean,35,4668
Rice,45,4753
Banana,58,2138
Barley,40,2469
Corn,49,4934
Pineapple,51,4438
Strawberry,60,4595
Wheat,33,4891
Orange,41,3775
Cotton,34,4231
Mango,47,3816
Potato,47,2469
Strawberry,48,3830
Potato,56,3601
Apple,45,3469
Cotton,44,3887
Banana,30,2906
Wheat,55,2394
Orange,46,2490
Mango,54,3196
Barley,46,4079
Soybean,38,4254
Rice,58,3454
Strawberry,34,4738
Potato,50,4286
Corn,44,2292
Grapes,49,3708
Apple,52,3274
Orange,46,2320
Banana,40,3215
Soybean,52,2894
Rice,58,4140
Pineapple,30,2803
Barley,32,4509
Strawberry,55,2483
Cotton,33,2883
Mango,38,4495
Orange,42,4839
Corn,40,4375
Potato,39,4666
Strawberry,47,3917
Banana,51,2403
Wheat,43,3762
Barley,50,3570
Grapes,44,2945
Soybean,50,3311
Rice,54,3036
Pineapple,31,4185
Apple,48,4481
Grapes,46,4934
Orange,40,2026
Corn,35,4705
Strawberry,34,2744
Banana,54,4814
Barley,45,2473
Apple,51,3836
Pineapple,30,3939
Soybean,42,4840
Rice,57,2287
Orange,32,3348
Wheat,60,2787
Grapes,47,2766
Potato,34,4172
Cotton,57,2308
Strawberry,56,4589
Barley,42,4251
Pineapple,45,3517
Apple,38,4759
Rice,41,3470
Grapes,60,3445
Orange,48,3237
Banana,39,3328
Soybean,34,3102
Pineapple,38,2068
Banana,47,3977
Strawberry,60,3446
Orange,35,2133
Mango,32,4625
Barley,35,2298
Cotton,51,4729
Potato,34,2507
Apple,54,3909
Grapes,41,2561
Strawberry,56,4891
Banana,39,4916
Soybean,43,2255
Rice,34,2312
Pineapple,57,4825
Wheat,41,3551
Corn,55,3702
Barley,42,2516
Orange,45,4427
Strawberry,50,2922
Mango,48,3301
Cotton,49,4705
Potato,59,4831
Apple,46,2220
Grapes,35,2846
Soybean,44,3330
Rice,32,3451
Banana,33,2781
Barley,54,3414
Corn,57,4129
Pineapple,56,2733
Strawberry,41,2202
Wheat,47,4584
Orange,58,3003
Cotton,39,2735
Mango,32,3752
Potato,39,3703
Apple,39,4844
Grapes,53,4060
Barley,42,2537
Strawberry,58,4842
Corn,30,2898
Soybean,56,2151
Pineapple,50,3846
Banana,32,4768
Rice,36,3324
Orange,35,3873
Wheat,40,2784
Grapes,46,4795
Barley,58,3022
Potato,51,4470
Cotton,51,3519
Banana,30,3101
Wheat,51,2710
Apple,47,2502
Grapes,52,4039
Soybean,31,4588
Rice,47,2974
Strawberry,35,2265
Corn,41,2450
Potato,59,4100
Orange,49,2943
Banana,53,2505
Barley,50,3272
Mango,51,2223
Apple,43,4932
Grapes,30,2340
Strawberry,60,4478
Wheat,51,3875
Cotton,54,3162
Soybean,44,3193
Rice,49,2944
Pineapple,54,3976
Orange,56,3516
Wheat,59,3148
Wheat,59,3896
Wheat,46,3584
Wheat,58,4791
Wheat,31,2858
Wheat,47,2711
Corn,60,2132
Corn,56,2960
Corn,52,3655
Corn,51,2202
Corn,32,3969
Corn,49,3034
Rice,41,2125
Rice,41,3061
Rice,55,2880
Rice,60,3797
Rice,55,2922
Rice,41,4007
Soybean,48,4372
Soybean,48,4024
Soybean,38,2953
Soybean,58,3780
Soybean,38,4973
Soybean,46,3070
Cotton,43,3348
Cotton,42,3223
Cotton,36,2506
Cotton,44,4731
Cotton,33,4240
Cotton,38,3100
Barley,55,2888
Barley,57,4345
Barley,44,3980
Barley,49,3951
Barley,49,2391
Barley,33,4768
Potato,51,4837
Potato,35,2956
Potato,48,4527
Potato,60,3664
Potato,50,4319
Potato,57,3206
Apple,52,3563
Apple,44,2423
Apple,42,3175
Apple,48,2330
Orange,33,2186
Orange,34,2376
Orange,36,4486
Orange,46,2168
Orange,43,3204
Orange,52,4538
Grapes,48,2931
Grapes,60,4580
Grapes,38,3018
Grapes,34,4168
Grapes,32,3368
Grapes,48,3418
Strawberry,53,4645
Strawberry,56,2086
Strawberry,42,4933
Strawberry,57,2392
Strawberry,38,2938
Strawberry,35,3506
Banana,42,4673
Banana,39,2950
Banana,55,3044
Banana,42,2170
Mango,34,2670
Mango,49,2559
Mango,36,4988
Mango,58,3623
Pineapple,44,3866
Pineapple,40,2982
Rice,35,4916
Apple,60,2118
Corn,41,4295
Potato,48,4419
Grapes,49,3843
Strawberry,52,2848
Potato,53,2134
Barley,40,4045
Orange,34,3115
Banana,34,4883
Rice,37,2999
Soybean,53,3804
Strawberry,51,3979
Cotton,43,4522
Strawberry,42,4606
Strawberry,55,4960
Mango,54,4460
Rice,52,2549
Corn,30,3320
Grapes,46,2212
Apple,55,2181
Potato,37,4066
Strawberry,39,2070
Grapes,55,2783
Grapes,50,2949
Potato,50,4032
Soybean,44,4116
Wheat,83,7464
Wheat,89,9370
Wheat,75,8652
Wheat,82,7186
Wheat,81,8966
Wheat,70,7383
Corn,70,7249
Corn,87,7997
Corn,78,8459
Corn,88,7872
Corn,78,7342
Corn,88,8486
Rice,72,8571
Rice,79,7466
Rice,70,7777
Rice,90,7802
Rice,81,8904
Rice,82,8328
Soybean,85,7612
Soybean,72,9022
Soybean,72,8093
Soybean,83,7954
Soybean,83,8068
Soybean,77,7708
Cotton,81,9297
Cotton,80,8793
Cotton,83,9430
Cotton,90,7830
Cotton,87,9131
Cotton,82,8753
Barley,78,8074
Barley,81,8254
Barley,81,8838
Barley,81,8918
Barley,88,7534
Barley,83,9260
Potato,89,9166
Potato,84,7318
Potato,83,7706
Potato,85,7607
Potato,84,8567
Potato,76,9293
Apple,80,8717
Apple,81,8499
Apple,84,7043
Apple,73,9257
Orange,80,9387
Orange,75,9446
Orange,84,9473
Orange,70,8387
Orange,84,8506
Orange,78,9083
Grapes,78,9002
Grapes,90,8398
Grapes,86,7682
Grapes,88,8531
Grapes,89,8304
Grapes,79,7118
Strawberry,75,9447
Strawberry,83,9276
Strawberry,70,8203
Strawberry,74,7576
Strawberry,77,7352
Strawberry,87,8736
Banana,81,8825
Banana,73,7190
Banana,85,7719
Banana,83,7972
Mango,80,9086
Mango,74,8799
Mango,74,8353
Mango,87,7065
Pineapple,73,7019
Pineapple,74,8733
Rice,72,7990
Apple,86,8207
Corn,74,9418
Potato,85,7632
Grapes,77,7142
Strawberry,82,8100
Potato,85,7708
Barley,76,8256
Orange,70,7274
Banana,90,8467
Rice,84,7853
Soybean,79,8869
Strawberry,90,8269
Cotton,78,7303
Strawberry,85,8191
Strawberry,85,7300
Mango,89,7812
Rice,79,8410
Corn,73,8082
Grapes,83,8901
Apple,79,7384
Potato,82,7638
Strawberry,86,8382
Grapes,87,7899
Grapes,86,8759
Potato,82,8833
Soybean,71,9073
Apple,84,7708
Grapes,70,8253
Soybean,88,7890
Barley,83,7144
Wheat,90,7234
Strawberry,74,8011
Orange,79,7362
Grapes,89,8692
Banana,81,9375
Orange,74,8165
Corn,83,8267
Pineapple,80,7787
Wheat,84,7072
Potato,78,7071
Rice,74,8014
Orange,88,9449
Potato,74,7035
Mango,70,7213
Corn,79,9279
Orange,80,8343
Wheat,83,8365
Wheat,85,7775
Cotton,90,7947
Apple,72,8177
Mango,70,7698
Barley,71,7195
Cotton,82,8086
Pineapple,88,9442
Wheat,88,8067
Banana,90,9018
Banana,87,8500
Rice,83,8161
Pineapple,78,7501
Cotton,78,8162
Apple,78,7836
Strawberry,84,8486
Corn,81,7466
Barley,76,8501
Cotton,79,7671
Grapes,79,7252
Corn,82,9130
Barley,79,7193
Mango,89,7428
Potato,71,7721
Orange,76,7638
Orange,81,7084
Pineapple,79,7837
Corn,88,8499
Rice,90,7634
Potato,81,8751
Potato,81,8888
Cotton,86,7849
Potato,70,8582
Soybean,71,7477
Pineapple,73,9376
Rice,79,8328
Grapes,80,8838
Strawberry,72,7123
Cotton,74,9197
Wheat,83,9105
Soybean,82,8079
Strawberry,86,8588
Banana,75,7513
Barley,87,8959
Rice,90,9402
Orange,82,8932
Strawberry,77,9474
Corn,70,8022
Cotton,74,9498
Pineapple,76,8860
Wheat,89,8401
Soybean,86,8460
Mango,89,8574
Potato,76,7665
Grapes,85,8116
Banana,76,8559
Strawberry,88,8967
Apple,85,7139
Orange,76,7606
Cotton,83,9499
Pineapple,79,8978
Mango,86,7070
Barley,80,7897
Soybean,90,8305
Rice,72,7545
Potato,72,7620
Orange,83,9053
Banana,86,7079
Strawberry,90,9291
Grapes,88,7500
Wheat,71,7589
Cotton,78,7131
Pineapple,82,7194
Mango,82,8577
Apple,74,7176
Corn,83,8377
Soybean,88,8622
Barley,88,8494
Orange,89,7037
Strawberry,89,9490
Banana,71,9193
Grapes,70,9068
Potato,75,8025
Cotton,85,8719
Rice,87,8106
Apple,87,8327
Wheat,72,7306
Mango,84,7546
Pineapple,75,9363
Corn,84,9122
Soybean,75,7300
Strawberry,75,7001
Grapes,88,8972
Orange,83,9177
Barley,80,8648
Potato,81,7683
Cotton,72,7339
Banana,78,7683
Wheat,88,8327
Pineapple,77,8487
Strawberry,76,8369
Rice,80,7480
Soybean,81,7663
Mango,81,7523
Orange,74,7833
Cotton,84,7128
Barley,90,9237
Potato,71,8172
Apple,73,9455
Grapes,73,7175
Strawberry,89,8789
Corn,83,8464
Banana,88,9088
Pineapple,73,7515
Orange,70,8195
Barley,85,7157
Soybean,87,8969
Rice,89,7054
Wheat,74,7794
Mango,88,8200
Cotton,90,9139
Potato,76,7837
Apple,70,8747
Strawberry,85,8051
Orange,80,8425
Grapes,70,9242
Soybean,79,9007
Banana,90,8085
Corn,86,7784
Rice,72,9118
Barley,85,7598
Pineapple,75,8861
Strawberry,76,8295
Mango,71,8651
Barley,83,7040
Pineapple,77,7121
Strawberry,74,8333
Rice,79,7583
Banana,83,7706
Apple,86,9179
Grapes,75,7541
Orange,73,7597
Cotton,90,9399
Mango,79,7854
Soybean,82,8696
Corn,81,7213
Potato,88,9018
Barley,74,8773
Orange,83,7610
Wheat,73,8885
Strawberry,73,8982
Apple,90,9342
Pineapple,74,8785
Mango,73,8928
Cotton,78,9260
Banana,86,7348
Barley,73,8787
Grapes,73,7746
Strawberry,87,9349
Rice,89,7848
Corn,74,9325
Potato,85,9093
Orange,85,7836
Banana,88,8633
Soybean,82,7092
Apple,79,8641
Pineapple,88,9087
Strawberry,84,7824
Cotton,86,9381
Mango,79,9083
Barley,84,8927
Orange,71,8668
Potato,73,7713
Rice,73,7344
Apple,89,8030
Grapes,85,8657
Corn,73,7415
Soybean,88,8315
Pineapple,87,7983
Banana,72,7827
Strawberry,86,8048
Orange,75,7242
Mango,77,8870
Barley,81,9473
Cotton,80,7950
Potato,80,7093
Apple,74,9032
Grapes,76,7882
Strawberry,87,8796
Banana,88,9110
Soybean,88,8251
Rice,87,8250
Pineapple,74,9063
Wheat,70,8602
Corn,86,8671
Barley,86,7888
Orange,87,9281
Strawberry,82,8935
Mango,75,7024
Cotton,86,7694
Potato,75,7748
Apple,70,7523
Grapes,79,7511
Soybean,83,7566
Rice,83,8333
Banana,84,8294
Barley,90,7238
Corn,76,8392
Pineapple,90,7890
Strawberry,83,8499
Wheat,76,7799
Orange,88,9352
Cotton,82,9212
Mango,77,7392
Potato,90,7487
Apple,71,8684
Grapes,88,7602
Barley,79,9197
Strawberry,72,8731
Corn,80,8929
Soybean,75,8152
Pineapple,81,7820
Banana,74,8444
Rice,75,8186
Orange,89,9473
Wheat,71,8555
Grapes,70,7825
Barley,86,8500
Potato,78,7509
Cotton,87,7592
Banana,89,7374
Wheat,70,7117
Apple,74,8388
Grapes,83,8795
Soybean,83,7319
Rice,80,8459
Strawberry,86,7152
Corn,89,9248
Potato,90,9291
Orange,77,7047
Banana,80,9065
Barley,87,9321
Mango,87,8786
Apple,75,9371
Grapes,74,9435
Strawberry,81,8795
Wheat,71,7067
Cotton,84,7912
Soybean,84,7905
Rice,78,9424
Pineapple,74,7224
Orange,70,9294
Corn,80,8352
Potato,77,8344
Strawberry,90,7486
Banana,84,8095
Barley,85,7961
Apple,74,8489
Grapes,85,9124
Orange,84,7339
Wheat,79,7637
Corn,70,8822
Soybean,74,8950
Pineapple,73,8920
Banana,77,8424
Strawberry,74,8369
Potato,87,7902
Cotton,71,8251
Rice,76,8038
Apple,86,7725
Grapes,72,8062
Soybean,84,7226
Mango,75,9104
Orange,71,8016
Pineapple,83,9497
Corn,82,7053
Barley,90,7942
Wheat,82,7644
Banana,70,8479
Apple,78,7582
Grapes,81,8103
Soybean,87,7493
Orange,83,9193
Corn,89,7570
Potato,89,8834
Strawberry,74,7420
Mango,81,8716
Cotton,78,9388
Barley,87,7184
Apple,72,7381
Pineapple,78,7636
Orange,86,7736
Rice,71,7516
Grapes,73,7662
Banana,82,8955
Strawberry,72,7935
Wheat,78,7579
Corn,79,8414
Barley,70,8236
Orange,71,9115
Strawberry,90,8346
Mango,70,7321
Cotton,73,8284
Potato,75,8676
Apple,88,8496
Grapes,83,8878
Soybean,87,7581
Rice,77,8358
Banana,85,7585
Barley,86,9328
Corn,81,8245
Pineapple,75,7703
Strawberry,74,8620
Wheat,72,7423
Orange,75,8206
Cotton,89,7605
Mango,89,9398
Potato,73,7485
Strawberry,88,9191
Potato,75,7392
Apple,80,9241
Cotton,80,7501
Banana,71,9334
Wheat,85,7173
Orange,70,8663
Mango,70,7342
Barley,80,8530
Soybean,81,9199
Rice,73,8022
Strawberry,70,7060
Potato,89,7457
Corn,77,7977
Grapes,83,7900
Apple,79,7928
Orange,72,7202
Banana,78,7286
Soybean,87,8337
Rice,75,8526
Pineapple,89,7931
Barley,81,7255
Strawberry,80,7565
Cotton,84,8479
Mango,84,7770
Orange,78,8509
Corn,72,8115
Potato,84,7826
Strawberry,84,7391
Banana,89,9009
Wheat,83,7129
Barley,85,8721
Grapes,82,8744
Soybean,72,8811
Rice,90,9493
Pineapple,74,8136
Apple,83,7313
Grapes,83,7362
Orange,80,8145
Corn,85,7828
Strawberry,85,7819
Banana,73,8469
Barley,88,9158
Apple,78,7431
Pineapple,89,7744
Soybean,80,8289
Rice,72,8919
Orange,87,7267
Wheat,70,8218
Grapes,88,7793
Potato,72,8674
Cotton,77,7614
Strawberry,90,8607
Barley,77,7499
Pineapple,89,7003
Apple,74,9337
Rice,82,7791
Grapes,84,9248
Orange,71,7139
Banana,88,7503
Soybean,85,7214
Mango,71,8010
Corn,90,7268
Potato,74,7918
Strawberry,84,7364
Barley,74,8052
Orange,76,9083
Wheat,81,9056
Cotton,86,7319
Pineapple,79,9369
Mango,89,8324
Banana,81,7404
Rice,88,8635
Grapes,76,9103
Strawberry,77,8704
Apple,83,8659
Orange,71,8133
Potato,87,8226
Corn,72,8598
Soybean,76,8508
Wheat,86,9011
Pineapple,70,8048
Cotton,90,8906
Barley,87,8536
Mango,73,9282
Banana,77,8411
Strawberry,80,7191
Grapes,70,9434
Apple,82,9336
Orange,85,8186
Potato,88,8152
Corn,85,9054
Rice,83,7528
Wheat,85,8722
Soybean,77,7165
Pineapple,74,8260
Banana,86,9447
Barley,85,7134
Strawberry,70,7715
Orange,86,7881
Mango,75,8677
Cotton,89,7968
Potato,90,9256
Corn,73,8864
Grapes,75,7751
Apple,72,8551
Strawberry,87,9028
Rice,70,7535
Wheat,76,7805
Soybean,78,9041
Barley,75,7779
Orange,70,8636
Banana,72,8129
Corn,71,7349
Pineapple,82,8895
Strawberry,80,7690
Apple,76,7896
Grapes,90,9262
Potato,72,9254
Cotton,72,7195
Mango,76,7227
Soybean,83,7863
Rice,87,7401
Orange,84,8755
Banana,87,7831
Barley,70,7715
Pineapple,89,8089
Corn,83,8095
Strawberry,81,8275
Grapes,83,7128
Apple,88,7694
Wheat,85,9079
Soybean,82,9059
Potato,80,7538
Cotton,74,7848
Banana,89,8333
Strawberry,89,8625
Rice,83,9141
Apple,76,8344
Pineapple,80,7209
Orange,75,7805
Barley,82,7986
Potato,75,9136
Cotton,73,7083
Banana,77,9497
Wheat,74,9180
Pineapple,71,8642
Strawberry,81,7372
Rice,70,8367
Soybean,84,7158
Mango,83,8899
Orange,72,7522
Cotton,77,7019
Barley,84,7105
Potato,78,7345
Apple,82,9426
Grapes,88,7182
Strawberry,75,7776
Corn,82,8582
Banana,71,8788
Pineapple,82,8543
Orange,78,8433
Barley,84,8075
Soybean,83,8085
Rice,82,8132
Wheat,85,8583
Mango,71,8968
Cotton,85,8155
Potato,88,8188
Apple,75,8759
Strawberry,85,9178
Banana,82,7552
Soybean,89,7245
Mango,71,8348
Corn,90,7841
Potato,86,9106
Strawberry,85,7467
Barley,83,8282
Orange,87,8210
Wheat,73,8527
Cotton,86,8459
Pineapple,82,9001
Mango,80,8910
Banana,82,9204
Rice,72,8291
Grapes,74,8952
Strawberry,73,7362
Apple,72,8080
Orange,82,9364
Potato,75,7712
Corn,78,9117
Soybean,89,9160
Wheat,82,9368
Pineapple,79,8711
Cotton,77,7742
Barley,84,7807
Mango,83,7106
Banana,84,9387
Strawberry,77,8745
Grapes,70,8359
Apple,85,8765
Orange,73,7040
Potato,80,7893
Corn,78,8802
Rice,82,7286
Wheat,70,8350
Soybean,70,8958
Pineapple,84,8809
Banana,82,9077
Barley,74,8101
Strawberry,84,9252
Orange,87,7775
Mango,74,9257
Cotton,70,9043
Potato,74,8565
Corn,74,8618
Grapes,71,8079
Apple,75,9024
Strawberry,79,8410
Rice,86,7915
Wheat,76,7066
Soybean,79,9000
Barley,71,7001
Orange,73,8978
Banana,83,9280
Corn,70,8508
Pineapple,76,9401
Strawberry,81,9014
Apple,85,7675
Grapes,90,8330
Potato,83,9145
Cotton,79,9086
Mango,78,7754
Soybean,83,7947
Rice,89,8353
Orange,73,8588
Banana,71,8672
Barley,83,9147
Pineapple,72,8084
Corn,90,8287
Strawberry,71,9340
Grapes,84,7575
Apple,81,9009
Wheat,75,7700
Soybean,79,9316
Potato,89,8700
Cotton,81,7909
Banana,72,9173
Strawberry,70,7277
Rice,71,8812
Apple,74,8533
Pineapple,82,8094
Orange,89,7119
Barley,77,7293
Potato,72,8907
Cotton,70,8327
Banana,79,7324
Wheat,75,8781
Pineapple,86,7170
Strawberry,81,9116
Rice,76,7980
Soybean,79,8779
Mango,88,8130
Orange,88,8525
Cotton,76,8452
Barley,83,8523
Potato,74,7968
Apple,84,9473
Grapes,80,8688
Strawberry,85,8488
Corn,85,8136
Banana,81,9156
Pineapple,73,7315
Orange,76,7296
Barley,88,8371
Soybean,83,8239
Rice,72,7192
Wheat,86,8885
Mango,78,9317
Cotton,75,7245
Potato,80,7498
Apple,77,7357
Strawberry,75,8020
Wheat,78,7138
Banana,72,8698
Apple,88,9273
Grapes,75,9268
Soybean,83,8418
Orange,90,9500
Corn,85,8353
Potato,72,9434
Strawberry,90,7569
Mango,86,8590
Cotton,89,8427
Barley,77,9409
Apple,79,8053
Pineapple,90,9187
Orange,79,7198
Rice,84,8378
Grapes,79,8353
Banana,79,8182
Strawberry,80,9166
Wheat,90,8089
Corn,87,8491
Barley,76,8601
Orange,72,7532
Strawberry,90,9025
Mango,85,7319
Cotton,84,8235
Potato,74,7916
Apple,89,9059
Grapes,85,7915
Soybean,72,9439
Rice,81,7277
Banana,80,8029
Barley,72,8980
Corn,74,8511
Pineapple,87,7272
Strawberry,90,7391
Wheat,82,8679
Orange,77,8412
Cotton,72,8637
Mango,86,8812
Potato,83,7533
Strawberry,72,7711
Potato,90,8902
Apple,73,7097
Cotton,81,7479
Banana,76,7417
Wheat,82,9380
Orange,82,8131
Mango,87,7780
Barley,73,9270
Soybean,72,7809
Rice,76,9151
Strawberry,87,8955
Potato,75,9456
Corn,84,9339
Grapes,73,7695
Apple,71,9025
Orange,87,7607
Banana,71,7818
Soybean,72,8437
Rice,77,8852
Pineapple,79,9349
Barley,86,7403
Strawberry,78,7090
Cotton,73,8358
Mango,86,9114
Orange,89,7799
Corn,76,7927
Potato,74,9220
Strawberry,81,7710
Banana,82,8500
Wheat,80,7132
Barley,79,7402
Grapes,86,9472
Soybean,85,8299
Rice,70,8955
Pineapple,81,8603
Apple,89,7562
Grapes,71,7094
Orange,76,8250
Corn,78,8798
Strawberry,76,7696
Banana,71,8350
Barley,75,8198
Apple,70,9123
Pineapple,81,7658
Soybean,89,7462
Rice,77,7342
Orange,79,7630
Wheat,83,8186
Grapes,88,8085
Potato,83,8788
Cotton,89,7111
Strawberry,75,8313
Barley,90,8575
Pineapple,71,8793
Apple,75,8888
Rice,86,7864
Grapes,83,8285
Orange,70,8276
Banana,71,7804
Soybean,88,8870
Pineapple,83,7578
Banana,70,7149
Strawberry,81,9033
Orange,88,8575
Mango,86,7691
Barley,74,8743
Cotton,80,7723
Potato,78,8948
Apple,76,8042
Grapes,87,8602
Strawberry,74,7271
Banana,73,8960
Soybean,80,7380
Rice,80,7017
Pineapple,73,7946
Wheat,89,8535
Corn,81,8986
Barley,73,8801
Orange,71,8592
